ibgeID;Municipio;ESPVIDA;E_ANOSESTUDO;T_ANALF18M;RDPC;IDHM
2504157;CASSERENGUE;68,81;8,79;44,8;171,37;0,514
2504207;CATINGUEIRA;70,17;9,15;38,34;249,16;0,574
2504306;CATOLÉ DO ROCHA;72,23;9,38;24,64;371,92;0,64
2504355;CATURITÉ;71,91;9,39;24,17;371,05;0,623
2504405;CONCEIÇÃO;70,23;8,4;35,06;290,63;0,592
2504504;CONDADO;71,16;9,08;31,72;282,25;0,594
2504603;CONDE;72,84;8,69;25,02;316,81;0,618
2504702;CONGO;68,85;7,97;30,6;263,84;0,581
2504801;COREMAS;72,65;8,94;35,67;291,3;0,592
2504850;COXIXOLA;72,63;9,41;22,8;306,15;0,641
2504900;CRUZ DO ESPÍRITO SANTO;71,66;8,03;35,59;217,47;0,552
2505006;CUBATI;69,51;9,5;29,46;237,71;0,566
2505105;CUITÉ;70,96;9,15;33,76;284,57;0,591
2505204;CUITEGI;68,94;8,14;37,03;265,78;0,57
2505238;CUITÉ DE MAMANGUAPE;65,96;7,52;44,17;214,92;0,524
2505279;CURRAL DE CIMA;67,89;8,23;44,24;214,4;0,529
2505303;CURRAL VELHO;69,36;9,05;37,76;362,28;0,606
2505352;DAMIÃO;68,2;9,35;43,04;182,89;0,521
2505402;DESTERRO;68,43;8,96;27,86;247,16;0,58
2505501;VISTA SERRANA;71,35;8,88;27,03;251,49;0,566
2505600;DIAMANTE;69,89;8,74;32,41;264,08;0,593
2505709;DONA INÊS;66,41;9,53;42,98;208,12;0,545
2505808;DUAS ESTRADAS;72,72;8,76;32,95;269,85;0,603
2505907;EMAS;71,38;10,44;32,64;251,41;0,595
2506004;ESPERANÇA;71,04;9,52;27,75;330,66;0,623
2506103;FAGUNDES;69,91;8,69;34,9;235,02;0,56
2506202;FREI MARTINHO;71,18;10,01;31,7;405,38;0,641
2506251;GADO BRAVO;69,22;8,36;35,72;170,29;0,513
2506301;GUARABIRA;73,73;9,23;21,61;430,83;0,673
2506400;GURINHÉM;68,67;8,36;40,7;235,88;0,556
2506509;GURJÃO;68,76;10,12;22,31;288,53;0,625
2506608;IBIARA;71,08;9,26;40,69;242,08;0,586
2506707;IMACULADA;67,87;8,98;33,36;208,83;0,557
2506806;INGÁ;71,07;9,27;39,27;282,85;0,592
2506905;ITABAIANA;68,63;9,15;29,14;319,34;0,613
2507002;ITAPORANGA;69,54;9,37;24,26;349,02;0,615
2507101;ITAPOROROCA;70,41;9,04;36,02;235,44;0,564
2507200;ITATUBA;69,51;8,36;40,76;244,16;0,562
2507309;JACARAÚ;68,18;8,88;35,78;250,76;0,558
2507408;JERICÓ;72,85;9,88;30,64;290,17;0,603
2507507;JOÃO PESSOA;74,89;9,87;8,54;964,82;0,763
2507606;JUAREZ TÁVORA;71,06;9,04;38,73;236,56;0,579
2507705;JUAZEIRINHO;70,2;8,62;28,03;255,68;0,567
2507804;JUNCO DO SERIDÓ;67,91;9,44;23,15;280,15;0,617
2507903;JURIPIRANGA;65,64;8,67;36,71;235,6;0,548
2508000;JURU;70,45;8,2;36,36;247,78;0,57
2508109;LAGOA;69,81;9,06;36,37;219,92;0,563
2508208;LAGOA DE DENTRO;71,3;8,38;34,84;228,8;0,57
2508307;LAGOA SECA;71,15;8,53;22,88;380,73;0,627
2508406;LASTRO;69,83;9,74;32,87;219,67;0,533
2508505;LIVRAMENTO;68,94;8,7;24,9;207,73;0,566
2508554;LOGRADOURO;71,56;9,29;36,85;236,33;0,583
2508604;LUCENA;69,03;8,08;27,2;289,29;0,583
2508703;MÃE D'ÁGUA;67,7;9,09;32,16;202,88;0,542
2508802;MALTA;73,01;9,66;30,06;378,53;0,642
2508901;MAMANGUAPE;70,33;8,53;29,98;305,46;0,585
2509008;MANAÍRA;66,85;8,25;37,46;225,93;0,543
2509057;MARCAÇÃO;66,43;7,91;36,19;209,46;0,529
2509107;MARI;66,5;9;38,06;250,22;0,548
2509156;MARIZÓPOLIS;70,16;9,59;28,97;299,15;0,608
2509206;MASSARANDUBA;69,8;8,97;33,4;247,98;0,567
2509305;MATARACA;65,49;8,53;29,34;219,95;0,536
2509339;MATINHAS;69,81;8,34;33,99;217,6;0,541
2509370;MATO GROSSO;70,62;7,92;44,71;271,56;0,565
2509396;MATURÉIA;68,79;9,51;31,01;230,63;0,572
2509404;MOGEIRO;68,94;8,7;35,2;227,05;0,574
2509503;MONTADAS;69,85;9,04;27,27;238,17;0,59
2509602;MONTE HOREBE;70,29;8,01;31,85;292,96;0,587
2509701;MONTEIRO;67,51;9,7;29,32;392,05;0,628
2509800;MULUNGU;71,65;7,73;37,6;242,9;0,565
2509909;NATUBA;67,61;9,18;42,34;198,68;0,541
2510006;NAZAREZINHO;69,83;8,92;33,69;213,53;0,562
2510105;NOVA FLORESTA;70,45;9,57;30,81;287,45;0,601
2510204;NOVA OLINDA;69,61;7,99;34,49;255,69;0,573
2510303;NOVA PALMEIRA;70,73;9,38;26,37;272,29;0,595
2510402;OLHO D'ÁGUA;71,53;9,39;36,4;220,96;0,572
2510501;OLIVEDOS;70,96;8,32;20,76;217,32;0,603
2510600;OURO VELHO;70,86;6,98;24,65;305,23;0,614
2510659;PARARI;68,98;9,27;22,35;300,27;0,584
2510709;PASSAGEM;72,41;10,74;30,73;270,29;0,62
2510808;PATOS;74,26;10,14;19,51;508,52;0,701
2510907;PAULISTA;69,79;9,25;34,46;308,48;0,587
2511004;PEDRA BRANCA;70,68;9,34;27,62;219,29;0,599
2511103;PEDRA LAVRADA;68,96;9,31;29,6;267,79;0,574
2511202;PEDRAS DE FOGO;71,23;9,32;32,65;273,39;0,59
2511301;PIANCÓ;69,17;9,39;31,32;321,21;0,621
2511400;PICUÍ;69,7;8,98;26,46;326,53;0,608
2511509;PILAR;71,52;9,36;33,96;236,08;0,579
2511608;PILÕES;70,99;7,94;38,64;259;0,56
2511707;PILÕEZINHOS;73,14;7,79;36,13;218,98;0,564
2511806;PIRPIRITUBA;69,69;8,54;32,2;270,98;0,595
2511905;PITIMBU;70,2;8,99;29,48;227,76;0,57
2512002;POCINHOS;71,73;9,1;27,16;253,75;0,591
2512036;POÇO DANTAS;67,14;9,02;39,54;186,82;0,525
2512077;POÇO DE JOSÉ DE MOURA;72,82;9,26;28,91;291,18;0,612
2512101;POMBAL;72,22;9,03;27,82;401,6;0,634
2512200;PRATA;71,31;10,04;25,1;271,47;0,608
2512309;PRINCESA ISABEL;68,19;9,55;27,34;334,74;0,606
2512408;PUXINANÃ;70,23;10,24;23,27;283,93;0,617
2512507;QUEIMADAS;72,73;8,95;24,26;292,5;0,608
2512606;QUIXABÁ;69,2;10,48;28,26;267,39;0,622
2512705;REMÍGIO;72,83;9,31;32,98;319,14;0,607
2512721;PEDRO RÉGIS;70,21;8,95;46,13;215,39;0,542
2512747;RIACHÃO;70,75;9,66;34,24;197,04;0,574
2512754;RIACHÃO DO BACAMARTE;68,26;9,06;38,58;262,31;0,553
2512762;RIACHÃO DO POÇO;69,89;9,14;36,25;225,44;0,555
2512788;RIACHO DE SANTO ANTÔNIO;69,12;8,72;26,8;275,73;0,594
2512804;RIACHO DOS CAVALOS;70,14;7,89;35;239,15;0,568
2512903;RIO TINTO;69,51;8,68;28,26;264,5;0,585
2513000;SALGADINHO;69,31;9,16;35,7;217,39;0,563
2513109;SALGADO DE SÃO FÉLIX;71,2;8,25;39,54;217,45;0,568
2513158;SANTA CECÍLIA;66,94;8,49;38,98;197,49;0,525
2513208;SANTA CRUZ;71,73;10,42;29,86;291,16;0,618
2513307;SANTA HELENA;72,16;10,11;27,99;277,52;0,609
2513356;SANTA INÊS;67,35;9,12;34,92;229,72;0,572
2513406;SANTA LUZIA;73,23;9,78;21,25;379,3;0,682
2513505;SANTANA DE MANGUEIRA;70,36;7,85;39,08;166,28;0,535
2513604;SANTANA DOS GARROTES;71,3;9,4;37,73;274,26;0,594
2513653;SANTARÉM;70,91;10,45;38,54;249,67;0,622
2513703;SANTA RITA;71,43;8,95;22,01;328,16;0,627
2513802;SANTA TERESINHA;74,19;10,14;29,29;306,95;0,627
2513851;SANTO ANDRÉ;72,79;9,35;29,21;273,72;0,6
2513901;SÃO BENTO;71,16;8,32;35,69;328,99;0,58
2513927;SÃO BENTINHO;72,22;9,52;35,07;286,99;0,606
2513943;SÃO DOMINGOS DO CARIRI;71,38;8,52;25,77;341,56;0,589
2513968;SÃO DOMINGOS;70,21;8,93;40,88;253,36;0,548
2513984;SÃO FRANCISCO;68,58;10,02;33,32;261,15;0,58
2514008;SÃO JOÃO DO CARIRI;72,79;9,17;20,12;373,55;0,622
2514107;SÃO JOÃO DO TIGRE;70,45;7,27;38,3;207,42;0,552
2514206;SÃO JOSÉ DA LAGOA TAPADA;68,34;8,14;45,42;216,66;0,53
2514305;SÃO JOSÉ DE CAIANA;70,7;7,87;34,97;238,28;0,565
2514404;SÃO JOSÉ DE ESPINHARAS;72,41;9,17;34,35;234,08;0,577
2514453;SÃO JOSÉ DOS RAMOS;69,26;8,61;41,29;212,12;0,541
2514503;SÃO JOSÉ DE PIRANHAS;70,31;9,19;26,92;321,53;0,591
2514552;SÃO JOSÉ DE PRINCESA;70,89;8,23;34,24;221,16;0,565
2514602;SÃO JOSÉ DO BONFIM;67,76;9,34;28,7;244,14;0,578
2514651;SÃO JOSÉ DO BREJO DO CRUZ;71,58;8,32;30,06;223,11;0,581
2514701;SÃO JOSÉ DO SABUGI;71,88;10,2;29,05;302,36;0,617
2514800;SÃO JOSÉ DOS CORDEIROS;71,69;9,24;24,22;233,71;0,556
2514909;SÃO MAMEDE;70,87;9,4;25,95;371,01;0,641
2515005;SÃO MIGUEL DE TAIPU;68,26;8,86;43,79;198,63;0,548
2515104;SÃO SEBASTIÃO DE LAGOA DE ROÇA;72,67;9,07;28,07;262,87;0,594
2515203;SÃO SEBASTIÃO DO UMBUZEIRO;70,8;9,81;27,06;263,04;0,581
2515302;SAPÉ;67,64;8,62;32,99;266,29;0,569
2515401;SERIDÓ;67,83;8,69;24,82;214,38;0,555
2515500;SERRA BRANCA;71,22;9,91;21,23;330,05;0,628
2515609;SERRA DA RAIZ;72,5;9,44;34,17;278,22;0,626
2515708;SERRA GRANDE;69,69;9,06;33,43;244,05;0,586
2515807;SERRA REDONDA;71,3;8,72;34,41;268,53;0,57
2515906;SERRARIA;71,71;7,87;44,31;224,2;0,547
2515930;SERTÃOZINHO;71,16;10,83;30,37;252,11;0,621
2515971;SOBRADO;70,17;9,43;36,29;210,08;0,573
2516003;SOLÂNEA;70,69;8,89;33,37;318,38;0,595
2516102;SOLEDADE;71,31;9,88;21,45;330,05;0,616
2516151;SOSSÊGO;71,13;10,05;33,79;218,2;0,573
2516201;SOUSA;73,84;9,71;23,9;443,81;0,668
2516300;SUMÉ;70,88;9,64;27,11;339,68;0,627
2516409;TACIMA;68,58;8,56;33,01;195,07;0,551
2516508;TAPEROÁ;69,92;8,14;30,44;267,88;0,578
2516607;TAVARES;71,59;8,79;33,83;260,75;0,586
2516706;TEIXEIRA;69,46;8,87;25,83;271,44;0,605
2516755;TENÓRIO;67,43;8,16;31,26;269,63;0,581
2516805;TRIUNFO;71,79;8,65;30,86;292,24;0,609
2516904;UIRAÚNA;72,82;9,48;28,35;361,37;0,636
2517001;UMBUZEIRO;67,69;9,56;38,25;237,25;0,584
2517100;VÁRZEA;73,01;10,34;14,06;377,4;0,707
2517209;VIEIRÓPOLIS;70,7;9,56;40,81;226,49;0,571
2517407;ZABELÊ;68,48;10,77;24,7;272,94;0,623
2600054;ABREU E LIMA;72,46;10,01;10,7;390,4;0,679
2600104;AFOGADOS DA INGAZEIRA;73,39;9,67;24,83;386,56;0,657
2600203;AFRÂNIO;70,68;10,09;27,97;233,59;0,588
2600302;AGRESTINA;70,57;8,78;34,87;297,02;0,592
2600401;ÁGUA PRETA;70,64;8,8;33,18;195,47;0,553
2600500;ÁGUAS BELAS;66,44;7,51;42,91;239,3;0,526
2600609;ALAGOINHA;73,04;8,29;28,42;275,5;0,599
2600708;ALIANÇA;72,93;8,48;29,2;269,86;0,604
2600807;ALTINHO;72,54;9,98;36,89;259,21;0,598
2600906;AMARAJI;69,89;8,9;33,46;286,59;0,58
2601003;ANGELIM;70,08;8,57;35,92;253,26;0,572
2601052;ARAÇOIABA;70,87;9,16;25,94;236,1;0,592
2601102;ARARIPINA;72,12;8,39;27,04;324,01;0,602
2601201;ARCOVERDE;72,95;9,28;18,62;469,53;0,667
2601300;BARRA DE GUABIRABA;68,54;8,87;37,5;257,4;0,577
2601409;BARREIROS;68,82;8,09;25,14;263,2;0,586
2601508;BELÉM DE MARIA;69,95;10,33;35,48;226,82;0,578
2601607;BELÉM DO SÃO FRANCISCO;72,06;9,36;23,26;357,77;0,642
2601706;BELO JARDIM;71,95;8,73;26,62;372,93;0,629
2601805;BETÂNIA;69,53;8,78;35,2;220,19;0,559
2601904;BEZERROS;70,1;8,86;29,96;351,75;0,606
2602001;BODOCÓ;69,67;8,97;32,17;234,36;0,565
2602100;BOM CONSELHO;67,22;8,47;36,59;305,57;0,563
2602209;BOM JARDIM;70,99;9,55;32,55;248,98;0,602
2602308;BONITO;70,26;8,19;34,07;258,52;0,561
2602407;BREJÃO;68,51;8,28;34,48;230,85;0,547
2602506;BREJINHO;65,84;9,6;27,23;266,21;0,574
2602605;BREJO DA MADRE DE DEUS;69,06;7,98;34,79;296,7;0,562
2602704;BUENOS AIRES;71,66;8,92;29,84;254,03;0,593
2602803;BUÍQUE;69,75;7,95;43,6;176,76;0,527
2602902;CABO DE SANTO AGOSTINHO;73,74;9,33;13,74;467,07;0,686
2603009;CABROBÓ;71,39;9,38;25,58;298,14;0,623
2603108;CACHOEIRINHA;70,18;8,62;34,18;308,18;0,579
2603207;CAETÉS;68,94;8,29;41,74;176,77;0,522
2603306;CALÇADO;68,84;9,83;34,96;215,47;0,566
2603405;CALUMBI;67,9;9,9;35,19;272,66;0,571
2603454;CAMARAGIBE;73,28;9,82;11,44;473,78;0,692
2603504;CAMOCIM DE SÃO FÉLIX;69,25;8,68;34,38;305,53;0,588
2603603;CAMUTANGA;70,58;9,29;28,75;278,04;0,606
2603702;CANHOTINHO;68,48;7,84;39,29;234,75;0,541
2603801;CAPOEIRAS;69,74;9,56;34,72;215,71;0,549
2603900;CARNAÍBA;68,62;9,41;29,42;229,87;0,583
2603926;CARNAUBEIRA DA PENHA;70,3;8,65;30,08;170,02;0,573
2604007;CARPINA;73,36;9,59;17,09;403,76;0,68
2604106;CARUARU;72,96;8,89;16,5;553,99;0,677
2604155;CASINHAS;68,25;9,08;34,14;200,83;0,567
2604205;CATENDE;70,59;8,87;28,5;292,74;0,609
2604304;CEDRO;68;9,81;24,27;269,64;0,615
2604403;CHÃ DE ALEGRIA;70,69;9,18;26,55;239,04;0,604
2604502;CHÃ GRANDE;73,18;8,92;33,07;341,34;0,599
2604601;CONDADO;67,79;9,06;29,14;297,68;0,602
2604700;CORRENTES;68,57;8,33;35,21;247,2;0,536
2604809;CORTÊS;67,42;9,29;31,22;232,22;0,568
2604908;CUMARU;68,18;9,19;34,37;249,32;0,572
2605004;CUPIRA;70,8;9,02;33,09;336,81;0,592
2605103;CUSTÓDIA;67,33;8,92;28,93;350;0,594
2605152;DORMENTES;69,46;8,59;28,35;257,72;0,589
2605202;ESCADA;71,83;8,84;23,22;322,46;0,632
2605301;EXU;71,47;8,66;27,3;234,83;0,576
2605400;FEIRA NOVA;73,43;9,44;31,54;296,5;0,6
2605459;FERNANDO DE NORONHA;75,36;10,76;5,1;1034,14;0,788
2605509;FERREIROS;72,24;9,44;30,41;311,83;0,622
2605608;FLORES;69,67;8,82;35,34;236,31;0,556
2605707;FLORESTA;71,52;9,02;19,89;310,39;0,626
2605806;FREI MIGUELINHO;70,47;8,48;33,53;286,08;0,576
2605905;GAMELEIRA;70,54;9,24;29,02;231,5;0,602
2606002;GARANHUNS;72,69;9,26;18,69;492,44;0,664
2606101;GLÓRIA DO GOITÁ;70,88;9,12;32,23;278,33;0,604
2606200;GOIANA;71,75;9,86;19,67;364,77;0,651
2606309;GRANITO;71,4;8,73;29,31;234,9;0,595
2606408;GRAVATÁ;72,63;8,69;23,77;402,96;0,634
2606507;IATI;71,09;7,86;42,46;200,95;0,528
2606606;IBIMIRIM;67,33;8,53;34,89;220,98;0,552
2606705;IBIRAJUBA;70,16;9,87;38;238,23;0,58
2606804;IGARASSU;71,83;9,92;15,12;384,1;0,665
2606903;IGUARACI;71,19;8,1;30,37;295,88;0,598
2607000;INAJÁ;67,66;6,93;37,7;182,73;0,523
2607109;INGAZEIRA;70,96;8,98;28,97;286,41;0,608
2607208;IPOJUCA;71,44;8,65;22,12;362,68;0,619
2607307;IPUBI;67,72;8,56;32,47;231,47;0,55
2607406;ITACURUBA;67,7;9,42;23,05;271,71;0,595
2607505;ITAÍBA;66,25;7,84;42,95;218,32;0,51
2607604;ILHA DE ITAMARACÁ;73,55;9,24;16,22;394,85;0,653
2607653;ITAMBÉ;68,59;8,81;32,9;271;0,575
2607703;ITAPETIM;67,25;9,13;27,27;331,14;0,592
2607752;ITAPISSUMA;70,85;10,23;19,79;312,47;0,633
2607802;ITAQUITINGA;67,87;9,67;29,71;251,09;0,586
2607901;JABOATÃO DOS GUARARAPES;74,82;9,25;9,62;593,9;0,717
2607950;JAQUEIRA;70,07;8,91;35,71;256,76;0,575
2608008;JATAÚBA;67,74;8,14;37,21;244,26;0,53
2608057;JATOBÁ;71,52;9,47;24,31;342,33;0,645
2608107;JOÃO ALFREDO;68,18;9,09;38,38;276,15;0,576
2608206;JOAQUIM NABUCO;65,55;8,9;31,98;263,01;0,554
2608255;JUCATI;65,87;9,57;35,22;232,08;0,55
2608305;JUPI;66,88;9,33;34,95;260,42;0,575
2608404;JUREMA;65,87;8,89;41,34;206,22;0,509
2608453;LAGOA DO CARRO;72,31;9,67;25,33;271,36;0,609
2608503;LAGOA DE ITAENGA;71,44;9,84;29,1;252,8;0,602
2608602;LAGOA DO OURO;68,99;7,15;43,09;224,13;0,525
2608701;LAGOA DOS GATOS;68,49;8,8;42,14;253,4;0,551
2608750;LAGOA GRANDE;67,28;9,12;26,5;296,99;0,597
2608800;LAJEDO;70,5;9,77;28,02;333,52;0,611
2608909;LIMOEIRO;72,81;9,9;21,32;398,37;0,663
2609006;MACAPARANA;71,7;9,28;34,15;278,93;0,609
2609105;MACHADOS;70,99;8,49;31,19;231,75;0,578
2609154;MANARI;65,89;7,8;43,54;155,49;0,487
2609204;MARAIAL;66,85;8,72;37,89;232,31;0,534
2609303;MIRANDIBA;71,12;8,97;25,31;193,86;0,591
2609402;MORENO;73,28;9,2;17,91;356,7;0,652
2609501;NAZARÉ DA MATA;72,31;9,58;20,25;351,46;0,662
2609600;OLINDA;75,16;9,63;7,35;640,13;0,735
2609709;OROBÓ;72,19;9,95;31,93;237,64;0,61
2609808;OROCÓ;70,96;10,18;25,96;224,41;0,61
2609907;OURICURI;71,4;7,86;30,78;291,75;0,572
2610004;PALMARES;69,62;8,79;23,01;311,09;0,622
2610103;PALMEIRINA;65,87;8,17;35,66;251,44;0,549
2610202;PANELAS;71,68;9,45;41,39;238,61;0,569
2610301;PARANATAMA;67,17;8,16;40,1;213,74;0,537
2610400;PARNAMIRIM;71,58;9,5;26,61;255,27;0,599
2610509;PASSIRA;70,78;9,44;34,44;259,04;0,592
2610608;PAUDALHO;71,92;9,37;22,62;360,06;0,639
2610707;PAULISTA;74,77;9,83;6,44;528,04;0,732
2610806;PEDRA;69,59;7,87;35,32;244,48;0,567
2610905;PESQUEIRA;70,04;8,97;27,01;329,16;0,61
2611002;PETROLÂNDIA;70,3;8,61;19,57;344,04;0,623
2611101;PETROLINA;72,95;9,25;12,89;605,06;0,697
2611200;POÇÃO;65,59;8,34;36,45;233,91;0,528
2611309;POMBOS;72,42;9,49;30,61;302,97;0,598
2611408;PRIMAVERA;71,03;8,15;30,37;281,27;0,58
2611507;QUIPAPÁ;69,57;8,97;39,93;215,92;0,552
2611533;QUIXABA;70,14;8,04;31,01;216,87;0,577
2611606;RECIFE;74,5;9,53;7,44;1144,26;0,772
2611705;RIACHO DAS ALMAS;70,39;8,58;36,74;306,61;0,57
2611804;RIBEIRÃO;67,68;8,72;25,01;324,47;0,602
2611903;RIO FORMOSO;73,56;8,71;24,57;264,16;0,613
2612000;SAIRÉ;72,05;9,06;36,17;297,91;0,585
2612109;SALGADINHO;68,77;6,71;45,4;198,91;0,534
2612208;SALGUEIRO;72,92;9,56;17,43;441,79;0,669
2612307;SALOÁ;69,61;8,65;37,64;259,1;0,559
2612406;SANHARÓ;70,47;9,4;27,77;267,58;0,603
2612455;SANTA CRUZ;68,31;9,18;35,17;206,07;0,549
2612471;SANTA CRUZ DA BAIXA VERDE;72,14;10,47;27,8;256,26;0,612
2612505;SANTA CRUZ DO CAPIBARIBE;73,35;8,34;17,12;507,05;0,648
2612554;SANTA FILOMENA;70,1;8,35;34,68;175,48;0,533
2612604;SANTA MARIA DA BOA VISTA;71,39;8,26;22,84;267,86;0,59
2612703;SANTA MARIA DO CAMBUCÁ;69,08;8,63;37,83;279,1;0,548
2612802;SANTA TEREZINHA;69,2;8,86;26,53;229,83;0,593
2612901;SÃO BENEDITO DO SUL;69,17;7,62;35,28;178,27;0,53
2613008;SÃO BENTO DO UNA;72,34;8,53;31,95;319,47;0,593
2613107;SÃO CAITANO;70,38;9,78;31,58;300,16;0,591
2613206;SÃO JOÃO;71,09;8,34;35,72;269,44;0,57
2613305;SÃO JOAQUIM DO MONTE;69,47;7,85;37,93;244,22;0,537
2613404;SÃO JOSÉ DA COROA GRANDE;69,15;9,69;25,19;304,5;0,608
2613503;SÃO JOSÉ DO BELMONTE;71,12;9,01;30,43;275,14;0,61
2613602;SÃO JOSÉ DO EGITO;71,13;9,63;23,56;338,9;0,635
2613701;SÃO LOURENÇO DA MATA;72,57;9,34;16,94;364,43;0,653
2613800;SÃO VICENTE FERRER;67,9;8,85;33,51;257,47;0,549
2613909;SERRA TALHADA;72,97;9,59;22,38;407,34;0,661
2614006;SERRITA;70,62;10,22;28,38;233,56;0,595
2614105;SERTÂNIA;70,14;8,62;28,94;337,53;0,613
2614204;SIRINHAÉM;70,76;8,78;27,42;273,75;0,597
2614303;MOREILÂNDIA;71,05;10,15;27,04;206,11;0,6
2614402;SOLIDÃO;70,27;9,18;28,32;240,64;0,585
2614501;SURUBIM;70,37;8,85;26,54;372,11;0,635
2614600;TABIRA;71,19;8,67;24,66;278,14;0,605
2614709;TACAIMBÓ;69,86;8,17;39,27;225,21;0,554
2614808;TACARATU;67,63;9,19;27,05;205,06;0,573
2614857;TAMANDARÉ;69,71;8,22;24,63;301,15;0,593
2615003;TAQUARITINGA DO NORTE;72,76;8,75;24,58;419,74;0,641
2615102;TEREZINHA;67,65;8,43;40,05;225,28;0,545
2615201;TERRA NOVA;69,43;10,14;22,54;237,89;0,599
2615300;TIMBAÚBA;71,14;9;22,87;318,8;0,618
2615409;TORITAMA;72,83;7,91;21,91;470,44;0,618
2615508;TRACUNHAÉM;71,58;8,78;26,98;272,81;0,605
2615607;TRINDADE;71,05;7,84;27,43;338,39;0,595
2615706;TRIUNFO;74;10,06;18,28;389,44;0,67
2615805;TUPANATINGA;69,82;8,46;41,81;172,52;0,519
2615904;TUPARETAMA;69,95;9,21;22,96;360,29;0,634
2616001;VENTUROSA;70,04;8,26;29,43;276,94;0,592
2616100;VERDEJANTE;70,62;10,06;28,54;260,66;0,605
2616183;VERTENTE DO LÉRIO;68,54;9,11;36,07;219,88;0,563
2616209;VERTENTES;68,69;8,21;25,88;337,92;0,582
2616308;VICÊNCIA;70,26;9,17;25,25;246,44;0,605
2616407;VITÓRIA DE SANTO ANTÃO;71,07;9,41;23,11;401,16;0,64
2616506;XEXÉU;67,15;8,7;36,25;243,39;0,552
2700102;ÁGUA BRANCA;68,7;8,66;33,78;213;0,549
2700201;ANADIA;70,35;8,64;39,1;239,53;0,568
2700300;ARAPIRACA;71,82;9,61;24,1;423,28;0,649
2700409;ATALAIA;70,13;8,29;36,35;237,33;0,561
2700508;BARRA DE SANTO ANTÔNIO;68,9;8,25;30,24;247,81;0,557
2700607;BARRA DE SÃO MIGUEL;71,02;8,46;25,59;422,78;0,615
2700706;BATALHA;70,1;8,54;33,44;265,62;0,594
2700805;BELÉM;70,86;9,35;36,01;309,5;0,593
2700904;BELO MONTE;68,49;8,22;41,81;187,77;0,517
2701001;BOCA DA MATA;70,47;9,95;29,81;260,2;0,604
2701100;BRANQUINHA;66,96;8,04;45,67;221,93;0,513
2701209;CACIMBINHAS;66,82;9,13;43,81;259,72;0,531
2701308;CAJUEIRO;66,45;8,78;36,55;232,85;0,562
2701357;CAMPESTRE;68,73;8,59;35,3;245,43;0,559
2701407;CAMPO ALEGRE;69,5;7,74;29,72;217,72;0,57
2701506;CAMPO GRANDE;69,35;8,57;42,72;181,54;0,524
2701605;CANAPI;68,11;8,44;44,16;183,83;0,506
2701704;CAPELA;69,59;8,7;34,65;251,36;0,573
2701803;CARNEIROS;67,56;7,85;32,36;199,58;0,526
2701902;CHÃ PRETA;69,22;9,62;38,61;226,6;0,575
2702009;COITÉ DO NÓIA;68,8;9,33;42,31;203,15;0,533
2702108;COLÔNIA LEOPOLDINA;66,55;7,11;37,64;242,28;0,517
2702207;COQUEIRO SECO;70,4;9,76;30,26;299,47;0,586
2702306;CORURIPE;71,12;10,04;26,1;315,85;0,626
2702355;CRAÍBAS;66,22;8,82;42,86;199,54;0,525
2702405;DELMIRO GOUVEIA;71,42;8,67;24,97;332,13;0,612
2702504;DOIS RIACHOS;70,74;8,41;41,98;194,81;0,532
2702553;ESTRELA DE ALAGOAS;68,19;9,42;43,59;196,92;0,534
2702603;FEIRA GRANDE;69,17;8,94;42,12;193,07;0,533
2702702;FELIZ DESERTO;67,46;9,08;36,39;245,49;0,565
2702801;FLEXEIRAS;66,59;8,75;35,45;213,44;0,527
2702900;GIRAU DO PONCIANO;70,72;9,09;39,16;177,55;0,536
2703007;IBATEGUARA;66,06;8,19;42,28;199,68;0,518
2703106;IGACI;71,45;9,64;41,03;241,17;0,564
2703205;IGREJA NOVA;71,23;7,72;40,07;254,34;0,568
2703304;INHAPI;68,09;7,47;43,74;180,64;0,484
2703403;JACARÉ DOS HOMENS;70,54;8,75;30,52;235,11;0,583
2703502;JACUÍPE;70,32;8,8;33,57;219,52;0,548
2703601;JAPARATINGA;69,1;8,95;32;260,92;0,57
2703700;JARAMATAIA;67,08;8,63;42,28;219,1;0,552
2703759;JEQUIÁ DA PRAIA;71,32;9,05;30,67;199,39;0,556
2703809;JOAQUIM GOMES;70,82;8,37;43,1;190,23;0,531
2703908;JUNDIÁ;67,9;8,7;36,93;282,87;0,562
2704005;JUNQUEIRO;67,85;9,16;35,1;306,96;0,575
2704104;LAGOA DA CANOA;67,16;9,37;41,55;231,56;0,552
2704203;LIMOEIRO DE ANADIA;69,51;8,44;38,29;285,98;0,58
2704302;MACEIÓ;72,94;9,43;12,51;792,54;0,721
2704401;MAJOR ISIDORO;70,31;8,92;38,7;270,04;0,566
2704500;MARAGOGI;70,96;8,24;31,82;253,86;0,574
2704609;MARAVILHA;69,54;9,1;32,53;229,39;0,569
2704708;MARECHAL DEODORO;72,55;9,14;23,44;431,43;0,642
2704807;MARIBONDO;70,07;9,65;31,95;297,05;0,597
2704906;MAR VERMELHO;70,97;9,44;32,46;229,81;0,577
2705002;MATA GRANDE;66,09;8,38;42,12;186,87;0,504
2705101;MATRIZ DE CAMARAGIBE;71,62;9,53;34,16;231,82;0,584
2705200;MESSIAS;67,82;8,76;32,42;256,45;0,568
2705309;MINADOR DO NEGRÃO;71;8,95;47,38;231,37;0,563
