ibgeID;Municipio;ESPVIDA;E_ANOSESTUDO;T_ANALF18M;RDPC;IDHM
3156601;Rubim;73,99;9,16;28,77;311,79;0,609
3156700;Sabará;74,99;9,06;5,27;619,93;0,731
3156809;Sabinópolis;73,71;8,85;19,14;420,36;0,638
3156908;Sacramento;77,25;9,33;6,79;732,35;0,732
3157005;Salinas;73,9;9,23;18,62;613,65;0,679
3157104;Salto da Divisa;75,74;8,02;27,98;306,04;0,608
3157203;Santa Bárbara;73,97;9,76;6,2;535,84;0,707
3157252;Santa Bárbara do Leste;73,01;8,7;14,42;351,59;0,613
3157278;Santa Bárbara do Monte Verde;74,37;8,99;15,99;371,34;0,606
3157302;Santa Bárbara do Tugúrio;73,57;10,26;15,42;370,7;0,637
3157336;Santa Cruz de Minas;75,35;10,59;5,53;485,28;0,706
3157377;Santa Cruz de Salinas;70,41;9,37;29,12;242,55;0,577
3157401;Santa Cruz do Escalvado;73,91;8,33;16,69;374,23;0,625
3157500;Santa Efigênia de Minas;72,57;8,13;21,87;293,27;0,607
3157609;Santa Fé de Minas;73,26;8,94;20,41;313,25;0,615
3157658;Santa Helena de Minas;68,37;7,99;34,03;218,43;0,567
3157708;Santa Juliana;77,06;9,23;7,58;735;0,706
3157807;Santa Luzia;76,52;9,64;5,08;557,62;0,715
3157906;Santa Margarida;72,07;8,86;12,78;416,11;0,61
3158003;Santa Maria de Itabira;74,24;8,16;15,1;382,99;0,648
3158102;Santa Maria do Salto;70,92;9,82;30,48;321,15;0,613
3158201;Santa Maria do Suaçuí;74,03;8,73;26,25;401,16;0,64
3158300;Santana da Vargem;75,98;9,86;9,58;553,7;0,698
3158409;Santana de Cataguases;72,58;9,99;11,87;437,81;0,694
3158508;Santana de Pirapama;73,93;9,93;18,83;373,14;0,628
3158607;Santana do Deserto;75,93;7,82;10,2;484,73;0,651
3158706;Santana do Garambéu;74,32;10,12;17,84;452,48;0,667
3158805;Santana do Jacaré;72,37;7,5;16,23;470,2;0,647
3158904;Santana do Manhuaçu;73,53;7,56;18,91;383,28;0,621
3158953;Santana do Paraíso;77,66;8,38;9,97;495,81;0,685
3159001;Santana do Riacho;75,02;10,6;16,36;432,77;0,665
3159100;Santana dos Montes;73,04;9,75;11,8;352,48;0,647
3159209;Santa Rita de Caldas;74,36;9,36;8,78;597,4;0,69
3159308;Santa Rita de Jacutinga;74,58;9,14;13,14;535,45;0,682
3159357;Santa Rita de Minas;72,48;7,88;17,39;395,61;0,613
3159407;Santa Rita de Ibitipoca;72,6;9,67;18,56;391,79;0,63
3159506;Santa Rita do Itueto;71,76;8,22;20,03;352,98;0,607
3159605;Santa Rita do Sapucaí;74,8;9,18;9,09;738,4;0,721
3159704;Santa Rosa da Serra;76,95;9,95;13,4;603,01;0,705
3159803;Santa Vitória;76,88;9,31;12,95;698,7;0,71
3159902;Santo Antônio do Amparo;74,39;8,86;13,57;431,56;0,672
3160009;Santo Antônio do Aventureiro;75,45;9,43;14,51;485,5;0,671
3160108;Santo Antônio do Grama;74,36;9,33;16,34;393,12;0,633
3160207;Santo Antônio do Itambé;72,65;9,03;25,68;225,85;0,558
3160306;Santo Antônio do Jacinto;71,33;7,96;31,77;286,56;0,574
3160405;Santo Antônio do Monte;75,37;8,77;6,78;781,49;0,724
3160454;Santo Antônio do Retiro;72,03;9,85;34,48;183,75;0,57
3160504;Santo Antônio do Rio Abaixo;74,39;7,88;19,87;370,28;0,669
3160603;Santo Hipólito;74,44;8,48;18,06;431,72;0,657
3160702;Santos Dumont;75,84;9,6;7,69;578,64;0,741
3160801;São Bento Abade;73,03;9,06;13,97;458,65;0,672
3160900;São Brás do Suaçuí;73,04;7,62;5,01;532,9;0,664
3160959;São Domingos das Dores;73,01;9,72;13,92;338,29;0,638
3161007;São Domingos do Prata;74,36;9,22;9,4;531,92;0,69
3161056;São Félix de Minas;72,68;8,85;24,33;312,33;0,62
3161106;São Francisco;73,26;8,79;19,11;325,23;0,638
3161205;São Francisco de Paula;73,69;8,49;14,1;484,92;0,66
3161304;São Francisco de Sales;77,01;8,01;11,24;665,68;0,688
3161403;São Francisco do Glória;74,96;10,19;16,24;449,2;0,663
3161502;São Geraldo;74,85;8,3;11,08;474,14;0,651
3161601;São Geraldo da Piedade;71,43;8,08;23,47;391,27;0,6
3161650;São Geraldo do Baixio;74,43;8,03;22,43;404,81;0,63
3161700;São Gonçalo do Abaeté;72,75;8,08;12,6;502,57;0,67
3161809;São Gonçalo do Pará;75,53;8,08;6,98;558,07;0,689
3161908;São Gonçalo do Rio Abaixo;72,52;9,68;12,53;479,04;0,667
3162005;São Gonçalo do Sapucaí;75,99;8,15;8,56;648,31;0,715
3162104;São Gotardo;76,27;9,25;8,55;795,14;0,736
3162203;São João Batista do Glória;75,69;8,43;10,44;676,07;0,724
3162252;São João da Lagoa;73,78;9,84;16,98;286,35;0,634
3162302;São João da Mata;74,29;7,16;11,49;538,08;0,653
3162401;São João da Ponte;72,17;7,79;31,62;258,77;0,569
3162450;São João das Missões;71,57;7,09;33,46;181,77;0,529
3162500;São João del Rei;76,57;9,96;4,18;764,74;0,758
3162559;São João do Manhuaçu;75,16;7,99;15,27;484,15;0,65
3162575;São João do Manteninha;73,3;8,35;22,65;385,78;0,64
3162609;São João do Oriente;73,32;8,64;17,77;404,69;0,648
3162658;São João do Pacuí;72,85;7,05;24,17;346,53;0,625
3162708;São João do Paraíso;73,46;8,73;30,17;300,81;0,615
3162807;São João Evangelista;73,37;8,93;17,94;378,41;0,638
3162906;São João Nepomuceno;75,98;8,97;5,62;608,32;0,708
3162922;São Joaquim de Bicas;75,62;7,92;9,21;498,26;0,662
3162948;São José da Barra;77,56;8,5;7,04;714,22;0,739
3162955;São José da Lapa;75,63;9,69;5,81;540,26;0,729
3163003;São José da Safira;70,91;7,25;25,68;334,87;0,583
3163102;São José da Varginha;76,41;9,35;7,73;555,77;0,704
3163201;São José do Alegre;75,2;10,79;10,14;537,13;0,717
3163300;São José do Divino;71,7;10,12;22,71;396,81;0,658
3163409;São José do Goiabal;73,83;10,64;13,21;476,92;0,666
3163508;São José do Jacuri;69,96;8,48;21,85;298,57;0,566
3163607;São José do Mantimento;74,36;9,27;17,43;359,93;0,657
3163706;São Lourenço;77,28;9,66;4,47;831,32;0,759
3163805;São Miguel do Anta;74,7;9,25;18,24;370,37;0,644
3163904;São Pedro da União;75,16;9,53;13,36;549,49;0,674
3164001;São Pedro dos Ferros;72,34;9,07;16,53;406,87;0,659
3164100;São Pedro do Suaçuí;72,08;8,34;20,88;358,75;0,622
3164209;São Romão;72,22;8,42;16,01;307,02;0,64
3164308;São Roque de Minas;75,27;9,46;10,49;621,11;0,672
3164407;São Sebastião da Bela Vista;75,87;8,42;15,42;573,43;0,692
3164431;São Sebastião da Vargem Alegre;74,64;8,82;13,15;406,33;0,66
3164472;São Sebastião do Anta;70,98;9,12;19,5;327,54;0,607
3164506;São Sebastião do Maranhão;73,94;8,51;27,38;267,28;0,581
3164605;São Sebastião do Oeste;74,9;7,67;10,29;545,07;0,626
3164704;São Sebastião do Paraíso;75,15;9,66;6,71;775,73;0,722
3164803;São Sebastião do Rio Preto;73,55;9,05;14,94;493,59;0,632
3164902;São Sebastião do Rio Verde;75,71;9,48;10,61;442,98;0,676
3165008;São Tiago;74,48;9,52;8,65;486,69;0,662
3165107;São Tomás de Aquino;77,46;9,7;12,57;593,38;0,7
3165206;São Thomé das Letras;73,03;9,25;13,78;428,33;0,667
3165305;São Vicente de Minas;75,72;9,68;7,64;527,55;0,715
3165404;Sapucaí-Mirim;75,49;9,25;11,19;497,65;0,68
3165503;Sardoá;73,71;9,31;19,46;321,6;0,636
3165537;Sarzedo;77,28;9,52;6,23;648,26;0,734
3165552;Setubinha;69,6;9,06;35,76;224,63;0,542
3165560;Sem-Peixe;74,57;9,87;16,87;386,22;0,654
3165578;Senador Amaral;74,25;9,5;13,55;385,29;0,661
3165602;Senador Cortes;75,05;8,84;12,81;581,34;0,674
3165701;Senador Firmino;74,75;8,59;10,63;426,49;0,644
3165800;Senador José Bento;74,41;10,22;12,73;493,87;0,684
3165909;Senador Modestino Gonçalves;71,94;8,97;26,71;271,55;0,62
3166006;Senhora de Oliveira;73,03;8,99;13,8;339,95;0,631
3166105;Senhora do Porto;73,1;8,56;20,29;324,4;0,565
3166204;Senhora dos Remédios;71,56;10,29;14,74;292,26;0,626
3166303;Sericita;71,56;8,44;19,17;338,3;0,56
3166402;Seritinga;76,17;8,62;9,76;476,43;0,66
3166501;Serra Azul de Minas;73,55;7,68;29,19;226,22;0,557
3166600;Serra da Saudade;76,78;9,42;14,33;494,31;0,677
3166709;Serra dos Aimorés;72,06;8,46;21,08;464,82;0,651
3166808;Serra do Salitre;76,11;9,88;9,64;715,23;0,696
3166907;Serrania;75;8,34;14,57;470,34;0,677
3166956;Serranópolis de Minas;71,38;10,5;25,18;351,46;0,633
3167004;Serranos;75,05;8,32;17,86;425,18;0,643
3167103;Serro;75,01;8,67;20,47;457,27;0,656
3167202;Sete Lagoas;75,37;9,95;4,19;809,26;0,76
3167301;Silveirânia;75,45;8,32;12,08;441,85;0,652
3167400;Silvianópolis;76,87;8,51;12,43;647,64;0,699
3167509;Simão Pereira;75,57;8,21;11,45;442,7;0,638
3167608;Simonésia;74,36;8,46;18,26;383,01;0,632
3167707;Sobrália;73,28;9,08;21,33;357,73;0,631
3167806;Soledade de Minas;74,88;9,74;9,38;526,23;0,697
3167905;Tabuleiro;74,27;9,75;13,64;503,88;0,681
3168002;Taiobeiras;73,9;9,92;19,18;426,91;0,67
3168051;Taparuba;72,91;9,46;19,53;344,16;0,645
3168101;Tapira;75,8;9,06;7,1;902;0,712
3168200;Tapiraí;75,84;9,1;13,54;517,65;0,667
3168309;Taquaraçu de Minas;74,06;8,74;15,14;436,05;0,651
3168408;Tarumirim;74,72;8,6;19,22;364,41;0,633
3168507;Teixeiras;73,26;9,12;10,84;568,91;0,675
3168606;Teófilo Otoni;74,45;9,42;13,77;615,34;0,701
3168705;Timóteo;75,14;9,96;4,72;786,68;0,77
3168804;Tiradentes;78,1;8,91;6,24;802,39;0,74
3168903;Tiros;76,13;9,05;11,32;634,3;0,683
3169000;Tocantins;72,99;9,28;9,32;557,55;0,688
3169059;Tocos do Moji;73,49;9,6;10,62;489,05;0,696
3169109;Toledo;73,14;9,87;17,52;486,02;0,661
3169208;Tombos;77,23;9,25;12,88;621,05;0,718
3169307;Três Corações;76,28;9,25;7,41;749,86;0,744
3169356;Três Marias;76,93;9,72;7,72;645,33;0,752
3169406;Três Pontas;75,98;9,46;9,36;682,15;0,731
3169505;Tumiritinga;74,63;8,22;18,95;366,89;0,626
3169604;Tupaciguara;76,78;8,91;10,02;665,76;0,719
3169703;Turmalina;73,98;9,89;15,98;446,26;0,682
3169802;Turvolândia;74,71;8,23;11,6;649,97;0,696
3169901;Ubá;75,45;8,92;6,11;739,56;0,724
3170008;Ubaí;72,22;8,81;22,2;247,91;0,609
3170057;Ubaporanga;73,32;8,71;15,77;342,3;0,614
3170107;Uberaba;75,71;9,94;4,4;978,01;0,772
3170206;Uberlândia;78,09;9,92;3,94;1001,45;0,789
3170305;Umburatiba;73,88;9,22;28,7;332,13;0,638
3170404;Unaí;75,83;9,69;9,25;720,51;0,736
3170438;União de Minas;74,73;7,76;14,82;562,84;0,672
3170479;Uruana de Minas;72,6;9,8;19,71;360,58;0,664
3170503;Urucânia;73,67;8,98;16,31;397,46;0,633
3170529;Urucuia;71,88;8,62;14,73;259,38;0,619
3170578;Vargem Alegre;74,12;8,53;20,39;407,13;0,631
3170602;Vargem Bonita;75,8;9,21;8,39;508,67;0,696
3170651;Vargem Grande do Rio Pardo;73,63;10,08;27,77;265,02;0,634
3170701;Varginha;77,49;9,74;4,92;904,57;0,778
3170750;Varjão de Minas;75,79;9,76;9,58;528,14;0,711
3170800;Várzea da Palma;73,83;8,66;12,97;413,59;0,666
3170909;Varzelândia;73,37;8,72;27,06;238,92;0,594
3171006;Vazante;76,96;10,48;7,87;650,88;0,742
3171030;Verdelândia;72,81;8,83;30,03;233,27;0,584
3171071;Veredinha;72,11;9,15;24,17;293,08;0,632
3171105;Veríssimo;77,16;7,77;13,15;560,98;0,667
3171154;Vermelho Novo;72,37;8,77;14,27;355,42;0,612
3171204;Vespasiano;73,65;8,44;6,29;539,05;0,688
3171303;Viçosa;77,96;10,24;5,93;892,25;0,775
3171402;Vieiras;73,47;9,4;15,58;386,39;0,668
3171501;Mathias Lobato;72,71;9,35;22,66;326,18;0,612
3171600;Virgem da Lapa;72,83;8,79;24,13;305,36;0,61
3171709;Virgínia;74,73;9,63;13,26;415,41;0,651
3171808;Virginópolis;74,86;9,04;14,09;423,01;0,675
3171907;Virgolândia;72,71;8,93;23,22;339,03;0,62
3172004;Visconde do Rio Branco;75,97;8,84;9,23;658,96;0,709
3172103;Volta Grande;75,45;8,01;13,03;515,46;0,669
3172202;Wenceslau Braz;75,53;9,09;5,8;439,73;0,678
3200102;AFONSO CLÁUDIO;74,51;8,43;15,27;489,59;0,667
3200136;ÁGUIA BRANCA;72,53;9,78;15,89;487,28;0,678
3200169;ÁGUA DOCE DO NORTE;74,13;9,74;21,59;377,39;0,652
3200201;ALEGRE;75,35;9,75;14,4;655,72;0,721
3200300;ALFREDO CHAVES;74,93;9,31;8,33;634,97;0,71
3200359;ALTO RIO NOVO;73,89;10,1;18,22;413,59;0,664
3200409;ANCHIETA;76,35;8,78;7,16;608,42;0,73
3200508;APIACÁ;75,45;8,8;16,29;482,94;0,673
3200607;ARACRUZ;75,26;10,26;7,96;695,25;0,752
3200706;ATILIO VIVACQUA;75,45;9,66;11,11;493,81;0,708
3200805;BAIXO GUANDU;73,66;9,87;14,03;516,34;0,702
3200904;BARRA DE SÃO FRANCISCO;73,9;9;16,77;527,84;0,683
3201001;BOA ESPERANÇA;73,95;9,22;17,82;460,69;0,679
3201100;BOM JESUS DO NORTE;76,22;9,93;9,59;584,06;0,734
3201159;BREJETUBA;74,65;9,47;20,53;402,56;0,656
3201209;CACHOEIRO DE ITAPEMIRIM;75,2;9,61;6,04;763,71;0,746
3201308;CARIACICA;75,64;9,38;6,42;620,89;0,718
3201407;CASTELO;76,09;8,07;8,9;636,49;0,726
3201506;COLATINA;75,45;8,89;8,18;788,29;0,746
3201605;CONCEIÇÃO DA BARRA;73,59;9,73;16,54;450,71;0,681
3201704;CONCEIÇÃO DO CASTELO;73,59;8,08;12,82;567,83;0,67
3201803;DIVINO DE SÃO LOURENÇO;74,16;9,39;16,28;383,78;0,632
3201902;DOMINGOS MARTINS;74,98;8,52;11,66;551,74;0,669
3202009;DORES DO RIO PRETO;73,78;10,04;18,84;414,87;0,654
3202108;ECOPORANGA;74,13;9,16;21,79;406,49;0,662
3202207;FUNDÃO;75,34;8,83;9,92;657,18;0,718
3202256;GOVERNADOR LINDENBERG;74,35;9,69;12,2;515,11;0,694
3202306;GUAÇUÍ;75,73;8,97;13,66;587,91;0,703
3202405;GUARAPARI;75,21;8,91;6,97;830,51;0,731
3202454;IBATIBA;74,8;8,39;19,17;458,35;0,647
3202504;IBIRAÇU;75,08;8,74;8,64;764,33;0,726
3202553;IBITIRAMA;74,24;9,44;20,38;353,86;0,622
3202603;ICONHA;74,77;9,09;8,74;660,78;0,729
3202652;IRUPI;72,9;7,82;19,84;481,28;0,637
3202702;ITAGUAÇU;73,1;9,78;14,21;522,25;0,702
3202801;ITAPEMIRIM;73,5;8,94;12,34;428,61;0,654
3202900;ITARANA;73,51;9,24;10,7;607,49;0,684
3203007;IÚNA;74,74;9,1;16,24;501,21;0,666
3203056;JAGUARÉ;73,59;8,66;14,76;543,6;0,678
3203106;JERÔNIMO MONTEIRO;75,61;9,55;13,85;566,32;0,698
3203130;JOÃO NEIVA;76,42;9,55;8,15;859,01;0,753
3203163;LARANJA DA TERRA;73,59;10,42;13,98;411,93;0,656
3203205;LINHARES;75,05;8,97;10,28;711,38;0,724
3203304;MANTENÓPOLIS;73,61;9,01;19,89;417,83;0,657
3203320;MARATAÍZES;75,8;8,61;10,37;538,07;0,696
3203346;MARECHAL FLORIANO;75,95;9,29;10,19;683,63;0,71
3203353;MARILÂNDIA;74,35;8,57;12,76;510,91;0,696
3203403;MIMOSO DO SUL;74,64;8,19;13,55;523,04;0,67
3203502;MONTANHA;73,96;9,49;18,68;547,46;0,667
3203601;MUCURICI;74,7;9,22;21,36;372,63;0,666
3203700;MUNIZ FREIRE;74,24;8,77;15,62;421,86;0,645
3203809;MUQUI;73,1;9,39;12,18;528,68;0,694
3203908;NOVA VENÉCIA;75,48;9,52;12,22;592,06;0,712
3204005;PANCAS;73,89;8,87;18,78;451,21;0,667
3204054;PEDRO CANÁRIO;73,71;8,51;19,64;437,08;0,654
3204104;PINHEIROS;73,96;10,1;18,48;509,45;0,673
3204203;PIÚMA;76,11;9,04;8,06;629,9;0,727
3204252;PONTO BELO;71,96;9,57;23,29;405,19;0,669
3204302;PRESIDENTE KENNEDY;73,5;9,34;18,36;419,97;0,657
3204351;RIO BANANAL;73,1;9,19;14,26;550,55;0,681
3204401;RIO NOVO DO SUL;75,21;8,7;9,55;594,24;0,711
3204500;SANTA LEOPOLDINA;72,79;9,15;14,14;445,57;0,626
3204559;SANTA MARIA DE JETIBÁ;75,04;8,72;11,7;603,33;0,671
3204609;SANTA TERESA;75,04;9,21;10,38;716,25;0,714
3204658;SÃO DOMINGOS DO NORTE;73,66;9,78;12,85;547,57;0,682
3204708;SÃO GABRIEL DA PALHA;75,08;9,21;11,27;792,54;0,709
3204807;SÃO JOSÉ DO CALÇADO;73,81;8,97;13,07;514,57;0,688
3204906;SÃO MATEUS;75,55;9,25;10,5;699,99;0,735
3204955;SÃO ROQUE DO CANAÃ;73,16;9,96;10,33;572,42;0,7
3205002;SERRA;75,66;9,4;5,88;705,89;0,739
3205010;SOORETAMA;73,1;8,69;15,74;457,49;0,662
3205036;VARGEM ALTA;73,81;9,07;12,07;480,01;0,663
3205069;VENDA NOVA DO IMIGRANTE;75,69;9,43;9,02;754,66;0,728
3205101;VIANA;73,94;8,48;7,39;523,61;0,686
3205150;VILA PAVÃO;74,79;9,41;15,3;449,3;0,681
3205176;VILA VALÉRIO;73,93;9,28;15;569,82;0,675
3205200;VILA VELHA;76,84;9,83;3,73;1211,79;0,8
3205309;VITÓRIA;76,28;10,04;3,1;1866,58;0,845
3300100;ANGRA DOS REIS;75,75;9;5,43;798,68;0,724
3300159;APERIBÉ;72,1;8,95;11,06;516,14;0,692
3300209;ARARUAMA;75,32;8,84;7,84;680,88;0,718
3300225;AREAL;74,35;9,21;7,77;571,74;0,684
3300233;ARMAÇÃO DOS BÚZIOS;74,44;9,09;4,83;851,39;0,728
3300258;ARRAIAL DO CABO;73,31;9,49;4,8;714,47;0,733
3300308;BARRA DO PIRAÍ;74,14;9,15;4,72;719,16;0,733
3300407;BARRA MANSA;74,14;9,42;4,15;705,1;0,729
3300456;BELFORD ROXO;73,5;8,88;5,25;491,51;0,684
3300506;BOM JARDIM;73,56;8,25;11,35;649,62;0,66
3300605;BOM JESUS DO ITABAPOANA;74,16;9,45;10,35;717,69;0,732
3300704;CABO FRIO;75,16;8,61;5,3;815,75;0,735
3300803;CACHOEIRAS DE MACACU;74,01;8,73;9,91;604,45;0,7
3300902;CAMBUCI;73,51;9,5;13,34;524,88;0,691
3300936;CARAPEBUS;73,3;9,07;9,02;620,35;0,713
3300951;COMENDADOR LEVY GASPARIAN;72,11;9,25;7,73;537,66;0,685
3301009;CAMPOS DOS GOYTACAZES;74,82;8,5;7,21;682,59;0,716
3301108;CANTAGALO;74,29;8,73;10,02;641,61;0,709
3301157;CARDOSO MOREIRA;71,93;7,58;16,01;465,04;0,648
3301207;CARMO;73,77;8,24;10,49;559,66;0,696
3301306;CASIMIRO DE ABREU;73,64;9,04;7,41;768,45;0,726
3301405;CONCEIÇÃO DE MACABU;73,38;9,15;10,41;614,57;0,712
3301504;CORDEIRO;74,54;9,15;6,15;724,29;0,729
3301603;DUAS BARRAS;72,39;8,4;12,5;540,35;0,659
3301702;DUQUE DE CAXIAS;75;9,02;5,28;592,81;0,711
3301801;ENGENHEIRO PAULO DE FRONTIN;73,32;9,55;6,07;529,05;0,722
3301850;GUAPIMIRIM;73,69;8,83;8;594,06;0,698
3301876;IGUABA GRANDE;75,44;9,66;4,46;818,01;0,761
3301900;ITABORAÍ;73,75;8,65;6,98;584,35;0,693
3302007;ITAGUAÍ;73,84;8,9;5,76;635,5;0,715
3302056;ITALVA;72,52;8,89;11,61;593,88;0,688
3302106;ITAOCARA;74,18;9,45;11,66;607,18;0,713
3302205;ITAPERUNA;75,24;9,14;8,01;688,83;0,73
3302254;ITATIAIA;75,16;9,36;6,16;773,48;0,737
3302270;JAPERI;73,51;8,61;7,58;420,15;0,659
3302304;LAJE DO MURIAÉ;72,97;9,24;14,67;453,97;0,668
3302403;MACAÉ;74,66;8,53;4,44;1103,42;0,764
3302452;MACUCO;73,03;8,86;8,3;574,96;0,703
3302502;MAGÉ;74,91;8,99;6,23;567,59;0,709
3302601;MANGARATIBA;75,71;9,63;4,32;832,15;0,753
3302700;MARICÁ;75,99;9,03;4,74;910,41;0,765
3302809;MENDES;73,36;9,75;5,74;649,4;0,736
3302858;MESQUITA;75,31;9,51;3,6;640,37;0,737
3302908;MIGUEL PEREIRA;74,68;9,28;7,21;801,63;0,745
3303005;MIRACEMA;73,32;8,78;11,43;608,62;0,713
3303104;NATIVIDADE;73,36;10,19;11,88;653,23;0,73
3303203;NILÓPOLIS;73,99;9,75;2,22;755,26;0,753
3303302;NITERÓI;76,23;9,68;2,34;2000,29;0,837
3303401;NOVA FRIBURGO;75,77;9,03;5,27;894,75;0,745
3303500;NOVA IGUAÇU;74,08;9,25;4,89;591;0,713
3303609;PARACAMBI;73,73;9,17;5,81;580,49;0,72
3303708;PARAÍBA DO SUL;73,7;9,03;6,42;613,56;0,702
3303807;PARATY;75,52;7,92;8,77;734,36;0,693
3303856;PATY DO ALFERES;73,34;8,5;13,1;562,52;0,671
3303906;PETRÓPOLIS;75,79;9,36;4,19;922,49;0,745
3303955;PINHEIRAL;73,03;8,46;5,61;657,99;0,715
3304003;PIRAÍ;73,16;9,06;7,6;678,3;0,708
3304102;PORCIÚNCULA;73,11;9,14;12,25;615,63;0,697
3304110;PORTO REAL;74,01;8,97;6,74;577,07;0,713
3304128;QUATIS;73,38;8,16;7,17;535,96;0,69
3304144;QUEIMADOS;73,58;8,78;6;484,4;0,68
3304151;QUISSAMÃ;74,23;9,11;9,43;616,31;0,704
3304201;RESENDE;75,31;9,62;4,44;915,21;0,768
3304300;RIO BONITO;74,16;8,89;8,4;643,54;0,71
3304409;RIO CLARO;73,07;8,99;10,84;623,62;0,683
3304508;RIO DAS FLORES;74,32;8,86;9,26;499,13;0,68
3304524;RIO DAS OSTRAS;76,26;9,18;3,92;1051,19;0,773
3304557;RIO DE JANEIRO;75,69;9,39;2,98;1492,63;0,799
3304607;SANTA MARIA MADALENA;72,79;8,59;13,68;522,66;0,668
3304706;SANTO ANTÔNIO DE PÁDUA;73,33;8,97;9,8;657,53;0,718
3304755;SÃO FRANCISCO DE ITABAPOANA;72,44;8,2;20,08;375,49;0,639
3304805;SÃO FIDÉLIS;72,21;9,47;10,76;567,23;0,691
3304904;SÃO GONÇALO;74,96;9,08;3,74;669,3;0,739
3305000;SÃO JOÃO DA BARRA;73,02;8,39;10,38;570,38;0,671
3305109;SÃO JOÃO DE MERITI;74,87;9,22;3,54;597,57;0,719
3305133;SÃO JOSÉ DE UBÁ;72,88;8,92;15,64;410,44;0,652
3305158;SÃO JOSÉ DO VALE DO RIO PRETO;73,33;8,71;10,79;517,99;0,66
3305208;SÃO PEDRO DA ALDEIA;73,03;8,98;6,53;710,04;0,712
3305307;SÃO SEBASTIÃO DO ALTO;72,35;8,47;15,28;423,88;0,646
3305406;SAPUCAIA;73,26;8,46;10,64;558,94;0,675
3305505;SAQUAREMA;73,26;8,62;6,65;681,62;0,709
3305554;SEROPÉDICA;73,3;9,28;6,28;604,82;0,713
3305604;SILVA JARDIM;72,6;8,24;14,19;476,99;0,654
3305703;SUMIDOURO;72,78;7,33;17,09;479,46;0,611
3305752;TANGUÁ;72,55;8,61;9,54;440,84;0,654
3305802;TERESÓPOLIS;76,27;8,82;6,87;859,79;0,73
3305901;TRAJANO DE MORAES;73,77;8,88;15,4;510,96;0,667
3306008;TRÊS RIOS;73,03;8,95;5,77;726,83;0,725
3306107;VALENÇA;75,85;8,81;6,34;675,62;0,738
3306156;VARRE-SAI;73,58;8,37;12,31;418,62;0,659
3306206;VASSOURAS;73,79;8,85;8,07;701,06;0,714
3306305;VOLTA REDONDA;74,98;9,82;3,47;920,51;0,771
3500105;ADAMANTINA;76,13;10,39;6,44;975,43;0,79
3500204;ADOLFO;75,62;10,13;8,55;661,65;0,73
3500303;AGUAÍ;76,49;8,57;8,17;636,07;0,715
3500402;ÁGUAS DA PRATA;78,13;9,4;6,4;853,39;0,781
3500501;ÁGUAS DE LINDÓIA;75,76;9,92;6,29;730,13;0,745
3500550;ÁGUAS DE SANTA BÁRBARA;75,41;9,17;5,46;818,15;0,757
3500600;ÁGUAS DE SÃO PEDRO;78,37;10,83;1,48;1580,72;0,854
3500709;AGUDOS;75,67;10,03;5,57;642,59;0,745
3500758;ALAMBARI;73,27;10,52;7,06;556,36;0,712
3500808;ALFREDO MARCONDES;75,41;11,04;10,66;558,38;0,741
3500907;ALTAIR;73;7,62;10,8;616,38;0,687
3501004;ALTINÓPOLIS;75,57;10,6;6,43;731,49;0,73
3501103;ALTO ALEGRE;74;10,8;9;560,3;0,7
3501152;ALUMÍNIO;75,47;10,54;4,91;747,27;0,766
3501202;ÁLVARES FLORENCE;73,35;10,13;10,03;627,14;0,728
3501301;ÁLVARES MACHADO;75,03;10,58;7,47;672,03;0,758
3501400;ÁLVARO DE CARVALHO;73,31;11,27;9,24;512,99;0,688
3501509;ALVINLÂNDIA;72,48;11,33;11,21;710,49;0,722
3501608;AMERICANA;77,55;10,6;2,85;1161,68;0,811
3501707;AMÉRICO BRASILIENSE;76,12;11,2;7,38;659,67;0,751
3501806;AMÉRICO DE CAMPOS;74,04;11,61;8,34;686,56;0,745
3501905;AMPARO;77,27;9,68;4,92;1027,6;0,785
3502002;ANALÂNDIA;76,66;11,46;6,99;823,33;0,754
3502101;ANDRADINA;78,07;10,38;6,17;919,36;0,779
3502200;ANGATUBA;74,6;9,55;7,01;597,99;0,719
3502309;ANHEMBI;76,78;10,19;7,06;554,16;0,721
3502408;ANHUMAS;75,67;10,35;8,45;561,82;0,741
3502507;APARECIDA;74,67;10,5;3,6;775,17;0,755
3502606;APARECIDA D'OESTE;73,25;11,48;12,77;611,22;0,721
3502705;APIAÍ;75,07;10,82;8,26;492,43;0,71
3502754;ARAÇARIGUAMA;73,86;9,99;7,18;691,69;0,704
3502804;ARAÇATUBA;75,46;11,08;4,01;1036,09;0,788
3502903;ARAÇOIABA DA SERRA;76,61;11,47;5,17;853,87;0,776
3503000;ARAMINA;76,34;8,56;6,61;721,56;0,74
3503109;ARANDU;73,36;8,64;9,28;535,27;0,685
3503158;ARAPEÍ;73,72;9,83;8,17;414,19;0,68
3503208;ARARAQUARA;77,64;10,85;3,77;1080,66;0,815
3503307;ARARAS;76,55;10,15;4,99;921,76;0,781
3503356;ARCO-ÍRIS;73,52;10,37;16,34;520,01;0,722
3503406;AREALVA;75,37;11,61;7,73;697,3;0,744
3503505;AREIAS;73,18;11,1;9,17;396,78;0,697
3503604;AREIÓPOLIS;74,37;10,94;11,11;570,09;0,695
3503703;ARIRANHA;73,75;11,75;8,33;751,35;0,733
